class_name,source_image_name,output_image_name,source_image_path,source_label_path,output_image_path,output_label_path,selected_rank,selection_method,seed
D00,D00_D00_longitudinal_crack_China_MotorBike_001865_prompt01_seed8038329669872996408_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_001865_prompt01_seed8038329669872996408_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_001865_prompt01_seed8038329669872996408_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_001865_prompt01_seed8038329669872996408_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/random_200/images/D00_D00_longitudinal_crack_China_MotorBike_001865_prompt01_seed8038329669872996408_00001_.png,/root/autodl-tmp/road_damage_exp/screening/random_200/labels/D00_D00_longitudinal_crack_China_MotorBike_001865_prompt01_seed8038329669872996408_00001_.txt,11,class_balanced_random_sampling,42
D00,D00_D00_longitudinal_crack_China_MotorBike_001013_prompt11_seed2610179448429046611_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_001013_prompt11_seed2610179448429046611_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_001013_prompt11_seed2610179448429046611_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_001013_prompt11_seed2610179448429046611_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/random_200/images/D00_D00_longitudinal_crack_China_MotorBike_001013_prompt11_seed2610179448429046611_00001_.png,/root/autodl-tmp/road_damage_exp/screening/random_200/labels/D00_D00_longitudinal_crack_China_MotorBike_001013_prompt11_seed2610179448429046611_00001_.txt,12,class_balanced_random_sampling,42
D00,D00_D00_longitudinal_crack_China_MotorBike_000208_prompt03_seed2634675731223433964_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_000208_prompt03_seed2634675731223433964_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000208_prompt03_seed2634675731223433964_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000208_prompt03_seed2634675731223433964_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/random_200/images/D00_D00_longitudinal_crack_China_MotorBike_000208_prompt03_seed2634675731223433964_00001_.png,/root/autodl-tmp/road_damage_exp/screening/random_200/labels/D00_D00_longitudinal_crack_China_MotorBike_000208_prompt03_seed2634675731223433964_00001_.txt,13,class_balanced_random_sampling,42
D00,D00_D00_longitudinal_crack_China_MotorBike_000208_prompt01_seed8920052540158776255_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_000208_prompt01_seed8920052540158776255_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000208_prompt01_seed8920052540158776255_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000208_prompt01_seed8920052540158776255_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/random_200/images/D00_D00_longitudinal_crack_China_MotorBike_000208_prompt01_seed8920052540158776255_00001_.png,/root/autodl-tmp/road_damage_exp/screening/random_200/labels/D00_D00_longitudinal_crack_China_MotorBike_000208_prompt01_seed8920052540158776255_00001_.txt,14,class_balanced_random_sampling,42
D00,D00_D00_longitudinal_crack_China_MotorBike_000274_prompt01_seed3711029093564861755_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_000274_prompt01_seed3711029093564861755_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000274_prompt01_seed3711029093564861755_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000274_prompt01_seed3711029093564861755_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/random_200/images/D00_D00_longitudinal_crack_China_MotorBike_000274_prompt01_seed3711029093564861755_00001_.png,/root/autodl-tmp/road_damage_exp/screening/random_200/labels/D00_D00_longitudinal_crack_China_MotorBike_000274_prompt01_seed3711029093564861755_00001_.txt,15,class_balanced_random_sampling,42
D00,D00_D00_longitudinal_crack_China_MotorBike_000526_prompt04_seed6936749512905518176_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_000526_prompt04_seed6936749512905518176_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000526_prompt04_seed6936749512905518176_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000526_prompt04_seed6936749512905518176_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/random_200/images/D00_D00_longitudinal_crack_China_MotorBike_000526_prompt04_seed6936749512905518176_00001_.png,/root/autodl-tmp/road_damage_exp/screening/random_200/labels/D00_D00_longitudinal_crack_China_MotorBike_000526_prompt04_seed6936749512905518176_00001_.txt,16,class_balanced_random_sampling,42
D00,D00_D00_longitudinal_crack_China_MotorBike_000526_prompt09_seed2214076810781050793_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_000526_prompt09_seed2214076810781050793_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000526_prompt09_seed2214076810781050793_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000526_prompt09_seed2214076810781050793_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/random_200/images/D00_D00_longitudinal_crack_China_MotorBike_000526_prompt09_seed2214076810781050793_00001_.png,/root/autodl-tmp/road_damage_exp/screening/random_200/labels/D00_D00_longitudinal_crack_China_MotorBike_000526_prompt09_seed2214076810781050793_00001_.txt,17,class_balanced_random_sampling,42
D00,D00_D00_longitudinal_crack_China_MotorBike_001522_prompt07_seed7615609768234077791_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_001522_prompt07_seed7615609768234077791_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_001522_prompt07_seed7615609768234077791_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_001522_prompt07_seed7615609768234077791_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/random_200/images/D00_D00_longitudinal_crack_China_MotorBike_001522_prompt07_seed7615609768234077791_00001_.png,/root/autodl-tmp/road_damage_exp/screening/random_200/labels/D00_D00_longitudinal_crack_China_MotorBike_001522_prompt07_seed7615609768234077791_00001_.txt,18,class_balanced_random_sampling,42
D00,D00_D00_longitudinal_crack_China_MotorBike_001901_prompt10_seed2125737153317897229_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_001901_prompt10_seed2125737153317897229_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_001901_prompt10_seed2125737153317897229_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_001901_prompt10_seed2125737153317897229_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/random_200/images/D00_D00_longitudinal_crack_China_MotorBike_001901_prompt10_seed2125737153317897229_00001_.png,/root/autodl-tmp/road_damage_exp/screening/random_200/labels/D00_D00_longitudinal_crack_China_MotorBike_001901_prompt10_seed2125737153317897229_00001_.txt,19,class_balanced_random_sampling,42
D00,D00_D00_longitudinal_crack_China_MotorBike_001770_prompt04_seed8611774070014598130_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_001770_prompt04_seed8611774070014598130_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_001770_prompt04_seed8611774070014598130_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_001770_prompt04_seed8611774070014598130_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/random_200/images/D00_D00_longitudinal_crack_China_MotorBike_001770_prompt04_seed8611774070014598130_00001_.png,/root/autodl-tmp/road_damage_exp/screening/random_200/labels/D00_D00_longitudinal_crack_China_MotorBike_001770_prompt04_seed8611774070014598130_00001_.txt,20,class_balanced_random_sampling,42
D00,D00_D00_longitudinal_crack_China_MotorBike_000486_prompt12_seed4331587254688019760_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_000486_prompt12_seed4331587254688019760_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000486_prompt12_seed4331587254688019760_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000486_prompt12_seed4331587254688019760_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/random_200/images/D00_D00_longitudinal_crack_China_MotorBike_000486_prompt12_seed4331587254688019760_00001_.png,/root/autodl-tmp/road_damage_exp/screening/random_200/labels/D00_D00_longitudinal_crack_China_MotorBike_000486_prompt12_seed4331587254688019760_00001_.txt,21,class_balanced_random_sampling,42
D00,D00_D00_longitudinal_crack_China_MotorBike_001901_prompt01_seed2414400791845483236_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_001901_prompt01_seed2414400791845483236_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_001901_prompt01_seed2414400791845483236_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_001901_prompt01_seed2414400791845483236_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/random_200/images/D00_D00_longitudinal_crack_China_MotorBike_001901_prompt01_seed2414400791845483236_00001_.png,/root/autodl-tmp/road_damage_exp/screening/random_200/labels/D00_D00_longitudinal_crack_China_MotorBike_001901_prompt01_seed2414400791845483236_00001_.txt,22,class_balanced_random_sampling,42
D00,D00_D00_longitudinal_crack_China_MotorBike_001013_prompt10_seed2114999316196193417_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_001013_prompt10_seed2114999316196193417_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_001013_prompt10_seed2114999316196193417_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_001013_prompt10_seed2114999316196193417_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/random_200/images/D00_D00_longitudinal_crack_China_MotorBike_001013_prompt10_seed2114999316196193417_00001_.png,/root/autodl-tmp/road_damage_exp/screening/random_200/labels/D00_D00_longitudinal_crack_China_MotorBike_001013_prompt10_seed2114999316196193417_00001_.txt,23,class_balanced_random_sampling,42
D00,D00_D00_longitudinal_crack_China_MotorBike_000526_prompt06_seed6778270608619040869_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_000526_prompt06_seed6778270608619040869_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000526_prompt06_seed6778270608619040869_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000526_prompt06_seed6778270608619040869_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/random_200/images/D00_D00_longitudinal_crack_China_MotorBike_000526_prompt06_seed6778270608619040869_00001_.png,/root/autodl-tmp/road_damage_exp/screening/random_200/labels/D00_D00_longitudinal_crack_China_MotorBike_000526_prompt06_seed6778270608619040869_00001_.txt,24,class_balanced_random_sampling,42
D00,D00_D00_longitudinal_crack_China_MotorBike_001313_prompt08_seed4689950010884818775_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_001313_prompt08_seed4689950010884818775_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_001313_prompt08_seed4689950010884818775_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_001313_prompt08_seed4689950010884818775_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/random_200/images/D00_D00_longitudinal_crack_China_MotorBike_001313_prompt08_seed4689950010884818775_00001_.png,/root/autodl-tmp/road_damage_exp/screening/random_200/labels/D00_D00_longitudinal_crack_China_MotorBike_001313_prompt08_seed4689950010884818775_00001_.txt,25,class_balanced_random_sampling,42
D00,D00_D00_longitudinal_crack_China_MotorBike_000623_prompt02_seed7949901923970449893_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_000623_prompt02_seed7949901923970449893_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000623_prompt02_seed7949901923970449893_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000623_prompt02_seed7949901923970449893_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/random_200/images/D00_D00_longitudinal_crack_China_MotorBike_000623_prompt02_seed7949901923970449893_00001_.png,/root/autodl-tmp/road_damage_exp/screening/random_200/labels/D00_D00_longitudinal_crack_China_MotorBike_000623_prompt02_seed7949901923970449893_00001_.txt,26,class_balanced_random_sampling,42
D00,D00_D00_longitudinal_crack_China_MotorBike_000157_prompt04_seed1432628867708609980_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_000157_prompt04_seed1432628867708609980_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000157_prompt04_seed1432628867708609980_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000157_prompt04_seed1432628867708609980_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/random_200/images/D00_D00_longitudinal_crack_China_MotorBike_000157_prompt04_seed1432628867708609980_00001_.png,/root/autodl-tmp/road_damage_exp/screening/random_200/labels/D00_D00_longitudinal_crack_China_MotorBike_000157_prompt04_seed1432628867708609980_00001_.txt,27,class_balanced_random_sampling,42
D00,D00_D00_longitudinal_crack_China_MotorBike_000486_prompt02_seed9096576985446303470_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_000486_prompt02_seed9096576985446303470_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000486_prompt02_seed9096576985446303470_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000486_prompt02_seed9096576985446303470_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/random_200/images/D00_D00_longitudinal_crack_China_MotorBike_000486_prompt02_seed9096576985446303470_00001_.png,/root/autodl-tmp/road_damage_exp/screening/random_200/labels/D00_D00_longitudinal_crack_China_MotorBike_000486_prompt02_seed9096576985446303470_00001_.txt,28,class_balanced_random_sampling,42
D00,D00_D00_longitudinal_crack_China_MotorBike_001865_prompt07_seed6038970743611662603_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_001865_prompt07_seed6038970743611662603_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_001865_prompt07_seed6038970743611662603_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_001865_prompt07_seed6038970743611662603_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/random_200/images/D00_D00_longitudinal_crack_China_MotorBike_001865_prompt07_seed6038970743611662603_00001_.png,/root/autodl-tmp/road_damage_exp/screening/random_200/labels/D00_D00_longitudinal_crack_China_MotorBike_001865_prompt07_seed6038970743611662603_00001_.txt,29,class_balanced_random_sampling,42
D00,D00_D00_longitudinal_crack_China_MotorBike_000712_prompt03_seed544851036375697355_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_000712_prompt03_seed544851036375697355_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000712_prompt03_seed544851036375697355_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000712_prompt03_seed544851036375697355_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/random_200/images/D00_D00_longitudinal_crack_China_MotorBike_000712_prompt03_seed544851036375697355_00001_.png,/root/autodl-tmp/road_damage_exp/screening/random_200/labels/D00_D00_longitudinal_crack_China_MotorBike_000712_prompt03_seed544851036375697355_00001_.txt,30,class_balanced_random_sampling,42
D00,D00_D00_longitudinal_crack_China_MotorBike_001770_prompt02_seed1447304362723631827_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_001770_prompt02_seed1447304362723631827_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_001770_prompt02_seed1447304362723631827_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_001770_prompt02_seed1447304362723631827_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/random_200/images/D00_D00_longitudinal_crack_China_MotorBike_001770_prompt02_seed1447304362723631827_00001_.png,/root/autodl-tmp/road_damage_exp/screening/random_200/labels/D00_D00_longitudinal_crack_China_MotorBike_001770_prompt02_seed1447304362723631827_00001_.txt,31,class_balanced_random_sampling,42
